1	7708172
2	0431420
3	1251052
4	19130390R
5	14490460R
6	7503275
7	14510400R
8	0373054
9	0400662
10	0370567
11	0340732
12	0421022
13	0370270
14	0370271
15	0370272
16	0413526
17	0067725
18	14520300R
19	9877747
20	0370274
21	9877758
22	8701158
23	1246764
24	7703609
25	8307581
26	0413570
27	8404358
28	0370275
29	0370276
30	8106323
31	0421520
32	0370300
33	0370570
34	0421761
35	0421265
36	2984283R
37	8309977
38	0376316
39	0370571
40	0370303
41	0372631
42	0407123
43	0370301
44	7906530
45	0370305
46	0070154
47	0370306
48	0043523
49	8503035
50	0211526
51	0211627
52	0370307
53	8108943
54	0266344
55	0370310
56	0370311
57	1305010
58	0123567
59	0236000
60	0235532
61	0370312
62	0370313
63	1300660
64	0414075
65	0261505
66	0200600
67	0370314
68	7501996
69	0370317
70	0147664
71	0141053
72	2984803R
73	0262610
74	0340734
75	0416660
76	0370320
77	0370321
78	0421025
79	0413650
80	0421144
81	0370323
82	7501997
83	7502262
84	8412026
85	0243663
86	8500942
87	14540080R
88	0370324
89	7611894
90	0372633
91	8208228
92	8700083
93	8807913
94	8401784
95	8807505
96	8809253
97	8612490
98	0417611
99	8610640
100	0312677
101	0370326
102	7906803
103	0370330
104	0370331
105	0000212
106	0370333
107	7901426
108	7610362
109	7610360
110	7610361
111	0370334
112	7600027
113	8307964
114	0370335
115	1246675
116	0151000
117	0140560
118	0421100
119	7908064
120	0037353
121	8400270
122	0247035
123	9421556
124	7506814
125	0370336
126	0370337
127	0412041
128	0370342
129	0162324
130	0147634
131	0221541
132	0202673
133	0370343
134	0337655
135	0370344
136	0370345
137	14540210R
138	0370346
139	0370347
140	0370350
141	2985165R
142	0370352
143	0370353
144	0370354
145	0370355
146	0373057
147	8213019
148	7610363
149	0372634
150	0372635
151	0413547
152	0370357
153	0000211
154	0173166
155	16210470R
156	0400661
157	0036662
158	0372637
159	7508471
160	7508468
161	7508472
162	7508469
163	8211440
164	8211441
165	0405466
166	8206622
167	8206623
168	8206624
169	0414322
170	8100330
171	21710340R
172	0000216
173	0370572
174	0371156
175	8309201
176	0060610
177	7512568
178	8409686
179	14610130R
180	2985166R
181	0370362
182	0376307
183	2985167R
184	0373060
185	0247037
186	0370364
187	0370365
188	0370366
189	7903226
190	0370367
191	0370370
192	0000201
193	7805897
194	8209606
195	14540050R
196	0321403
197	7611898
198	0332127
199	8807267
200	7505716
201	2985168R
202	0421026
203	0253456
204	0314001
205	0370374
206	7611896
207	0370376
208	0157725
209	0064362
210	2985169R
211	0177667
212	0377045
213	0421145
214	0370377
215	8406376
216	0370400
217	0061331
218	0370401
219	0135063
220	0100314
221	7802295
222	0373062
223	7704993
224	0363112
225	0355573
226	0355646
227	0143027
228	0370405
229	0264367
230	7513548
231	0370406
232	2985171R
233	0370407
234	7610364
235	7611901
236	7603486
237	7703830
238	0370411
239	7800009
240	0425064
241	0240207
242	0123667
243	9877760
244	0407712
245	0370413
246	0361564
247	0211233
248	0370414
249	9877808
250	8307733
251	0426664
252	7611904
253	0262476
254	0370416
255	0240537
256	0270063
257	14630130R
258	0235424
259	0236562
260	0370417
261	8607435
262	0121020
263	2985173R
264	0430232
265	0370422
266	8404639
267	0341362
268	1301733
269	0040021
270	0044263
271	0337243
272	0121103
273	14630160R
274	8206631
275	0421405
276	0370423
277	8601071
278	0370421
279	0436264
280	7802764
281	0370424
282	1256347
283	0370425
284	7909203
285	0370427
286	0000262
287	0370430
288	0117147
289	0311622
290	7611906
291	0367524
292	0067457
293	8107172
294	0263212
295	0000261
296	0242534
297	7610366
298	0370435
299	7511090
300	0370436
301	14640020R
302	0040024
303	0237113
304	8217118
305	0116732
306	8211444
307	0337407
308	0101303
309	0370412
310	1251746
311	0045335
312	7513188
313	14640050R
314	7504908
315	0410245
316	0347575
317	0216540
318	7908298
319	0370441
320	0373063
321	7501696
322	7611907
323	0370444
324	0253745
325	7701756
326	9877748
327	7611908
328	7910857
329	0375655
330	0050677
331	0213341
332	0376310
333	7801014
334	0321470
335	0121575
336	7501066
337	0253226
338	0101051
339	0421403
340	0177222
341	8000029
342	0267464
343	7705398
344	1302147
345	0370456
346	0370455
347	0376521
348	7909235
349	14720150R
350	8102266
351	7503327
352	7908071
353	0370457
354	7911005
355	0042336
356	7707242
357	0044637
358	0140326
359	9426498
360	0064233
361	7708167
362	0313664
363	7804028
364	0370461
365	0314702
366	7806480
367	0362122
368	7708173
369	9875078
370	8003708
371	0370073
372	0365245
373	8310343
374	14730200R
375	14730480R
376	1307126
377	7706527
378	0042365
379	7604908
380	21430160R
381	8504267
382	0055030
383	0414670
384	0370464
385	7501070
386	0135256
387	1272646
388	0370465
389	7801164
390	7610370
391	0370466
392	0237447
393	0371160
394	7703832
395	7501078
396	0376312
397	0370467
398	0207277
399	0354717
400	7901431
401	0100626
402	0376027
403	8207754
404	0370470
405	0364535
406	8610224
407	0404011
408	14820160R
409	0370471
410	7502510
411	7910653
412	7610369
413	8110075
414	7701759
415	8108948
416	0421030
417	0370474
418	0370475
419	8101110
420	7509572
421	0267200
422	0061651
423	0370506
424	7708900
425	0370505
426	0372647
427	8109361
428	0372646
429	0370476
430	7705978
